Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[GENV]	DS_Pr[GWEA]	DS_Pr[GDIS]	MV_Pr[GENV]	MV_Pr[GWEA]	MV_Pr[GDIS]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
2271	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
2272	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
2273	GDIS	GENV	GENV	GENV	GENV	0.7761	0.0108	0.2131	0.6667	0.0000	0.3333	0.3522	0.4444	0.2239	0.3333	0.2239	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.7869	0.6667	55.68%	34.02%	30.29%	12.03%	55.68%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-55.75%	-31.95%
2274	GDIS	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9957	1.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.07%	-97.93%
2275	GDIS	GDIS	GDIS	GDIS	GDIS	0.0006	0.0040	0.9955	0.0000	0.2000	0.8000	0.0090	0.3200	0.0045	0.2000	0.0045	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0045	0.2000	99.11%	60.41%	98.22%	36.66%	99.11%	60.41%	100.00%	100.00%	100.00%	100.00%	99.11%	60.41%
2276	GENV	GWEA	GWEA	GWEA	GWEA	0.0966	0.8797	0.0238	0.3333	0.6667	0.0000	0.2163	0.4444	0.1203	0.3333	0.1203	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9034	0.6667	76.18%	34.02%	57.19%	12.03%	76.18%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-78.81%	-31.95%
2277	GDIS	GDIS	GDIS	GDIS	GDIS	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
2278	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
2279	GWEA	GDIS	GDIS	GDIS	GDIS	0.0006	0.0040	0.9955	0.0000	0.2000	0.8000	0.0090	0.3200	0.0045	0.2000	0.0045	0.2000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9960	0.8000	99.11%	60.41%	98.22%	36.66%	99.11%	60.41%	-97.93%	-97.93%	-97.93%	-97.93%	-97.14%	-58.34%
228	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
2280	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
2281	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
2282	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
2283	GDIS	GDIS	GDIS	GDIS	GENV	0.4397	0.0032	0.5571	0.5000	0.0000	0.5000	0.4963	0.5000	0.4429	0.5000	0.4429	0.5000	0.6240	0.5052	0.0000	1.0000	0.0000	1.0000	0.4429	0.5000	12.34%	1.04%	1.77%	1.04%	12.34%	1.04%	100.00%	100.00%	100.00%	-97.93%	12.34%	1.04%
2284	GDIS	GDIS	GDIS	GDIS	GDIS	0.2141	0.0087	0.7772	0.3333	0.0000	0.6667	0.3501	0.4444	0.2228	0.3333	0.2228	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.2228	0.3333	55.90%	34.02%	30.71%	12.03%	55.90%	34.02%	100.00%	100.00%	100.00%	100.00%	55.90%	34.02%
2285	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9997	0.0003	0.0000	0.8000	0.2000	0.0005	0.3200	0.0003	0.2000	0.0003	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0003	0.2000	99.95%	60.41%	99.89%	36.66%	99.95%	60.41%	100.00%	100.00%	100.00%	100.00%	99.95%	60.41%
2286	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
2287	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
2288	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
2289	GWEA	GDIS	GDIS	GDIS	GDIS	0.0121	0.1746	0.8133	0.0000	0.3333	0.6667	0.3079	0.4444	0.1867	0.3333	0.1867	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.8254	0.6667	63.05%	34.02%	39.06%	12.03%	63.05%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-63.36%	-31.95%
229	GWEA	GWEA	GWEA	GWEA	GWEA	0.0001	0.9898	0.0101	0.0000	0.6000	0.4000	0.0201	0.4800	0.0102	0.4000	0.0102	0.4000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0102	0.4000	97.99%	20.83%	96.01%	4.99%	97.99%	20.83%	100.00%	100.00%	100.00%	100.00%	97.99%	20.83%
2290	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
2291	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
2292	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	0.9999	0.0001	0.0000	1.0000	0.0000	0.0002	0.0000	0.0001	0.0000	0.0001	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	99.98%	100.00%	99.96%	100.00%	99.98%	100.00%	100.00%	100.00%	100.00%	100.00%	99.98%	100.00%
2293	GDIS	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%	-97.93%
2294	GDIS	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9957	1.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.07%	-97.93%
2295	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
2296	GDIS	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9986	1.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.65%	-97.93%
2297	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
2298	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
2299	GENV	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
23	GENV	GENV	GENV	GENV	GENV	0.9995	0.0001	0.0005	1.0000	0.0000	0.0000	0.0010	0.0000	0.0005	0.0000	0.0005	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	99.90%	100.00%	99.79%	100.00%	99.90%	100.00%	100.00%	100.00%	100.00%	100.00%	99.90%	100.00%
230	GWEA	GWEA	GWEA	GWEA	GWEA	0.0017	0.9964	0.0019	0.2500	0.7500	0.0000	0.0072	0.3750	0.0036	0.2500	0.0036	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0036	0.2500	99.28%	50.52%	98.57%	25.78%	99.28%	50.52%	100.00%	100.00%	100.00%	100.00%	99.28%	50.52%
2300	GDIS	GDIS	GDIS	GDIS	GDIS	0.0767	0.0078	0.9155	0.3333	0.0000	0.6667	0.1560	0.4444	0.0845	0.3333	0.0845	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0845	0.3333	83.27%	34.02%	69.13%	12.03%	83.27%	34.02%	100.00%	100.00%	100.00%	100.00%	83.27%	34.02%
2301	GDIS	GWEA	GWEA	GWEA	GWEA	0.0050	0.9209	0.0741	0.0000	0.6667	0.3333	0.1465	0.4444	0.0791	0.3333	0.0791	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9259	0.6667	84.34%	34.02%	71.01%	12.03%	84.34%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-83.26%	-31.95%
2302	GDIS	GDIS	GDIS	GDIS	GDIS	0.0038	0.0308	0.9655	0.0000	0.2500	0.7500	0.0669	0.3750	0.0345	0.2500	0.0345	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0345	0.2500	93.16%	50.52%	86.75%	25.78%	93.16%	50.52%	100.00%	100.00%	100.00%	100.00%	93.16%	50.52%
2303	GENV	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0052	0.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	100.00%	100.00%	100.00%	100.00%	98.98%	100.00%
2304	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
2305	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
2306	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
2307	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
2308	GENV	GENV	GENV	GENV	GENV	0.9838	0.0005	0.0156	0.7500	0.0000	0.2500	0.0318	0.3750	0.0162	0.2500	0.0162	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0162	0.2500	96.80%	50.52%	93.70%	25.78%	96.80%	50.52%	100.00%	100.00%	100.00%	100.00%	96.80%	50.52%
2309	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
231	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
2310	GWEA	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9999	1.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.92%	-97.93%
2311	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
2312	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
2313	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
2314	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
2315	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
2316	GWEA	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9999	1.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.92%	-97.93%
2317	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
2318	GDIS	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.92%	-97.93%
2319	GDIS	GDIS	GDIS	GDIS	GDIS	0.0012	0.0006	0.9982	0.0000	0.0000	1.0000	0.0035	0.0000	0.0018	0.0000	0.0018	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	99.65%	100.00%	99.30%	100.00%	99.65%	100.00%	100.00%	100.00%	100.00%	100.00%	99.65%	100.00%
232	GDIS	GDIS	GDIS	GDIS	GDIS	0.0767	0.0078	0.9155	0.3333	0.0000	0.6667	0.1560	0.4444	0.0845	0.3333	0.0845	0.3333	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0845	0.3333	83.27%	34.02%	69.13%	12.03%	83.27%	34.02%	100.00%	100.00%	100.00%	100.00%	83.27%	34.02%
2320	GDIS	GENV	GENV	GENV	GENV	0.8364	0.0050	0.1586	0.6667	0.0000	0.3333	0.2753	0.4444	0.1636	0.3333	0.1636	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.8414	0.6667	67.61%	34.02%	45.51%	12.03%	67.61%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-66.53%	-31.95%
2321	GDIS	GENV	GENV	GENV	GENV	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	100.00%	100.00%	99.99%	100.00%	100.00%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.92%	-97.93%
2322	GDIS	GDIS	GDIS	GDIS	GDIS	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
2323	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
2324	GDIS	GENV	GENV	GENV	GENV	0.9949	0.0008	0.0043	1.0000	0.0000	0.0000	0.0103	0.0000	0.0052	0.0000	0.0052	0.0000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9957	1.0000	98.98%	100.00%	97.97%	100.00%	98.98%	100.00%	-97.93%	-97.93%	-97.93%	-97.93%	-97.07%	-97.93%
2325	GDIS	GENV	GENV	GENV	GENV	0.9994	0.0000	0.0006	0.8000	0.0000	0.2000	0.0013	0.3200	0.0006	0.2000	0.0006	0.2000	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9994	0.8000	99.87%	60.41%	99.75%	36.66%	99.87%	60.41%	-97.93%	-97.93%	-97.93%	-97.93%	-97.80%	-58.34%
2326	GWEA	GWEA	GDIS	GWEA	GDIS	0.0018	0.5440	0.4542	0.0000	0.4000	0.6000	0.4978	0.4800	0.4560	0.4000	0.4560	0.4000	0.6240	0.5052	0.0000	1.0000	0.0000	1.0000	0.4560	0.6000	9.74%	20.83%	1.47%	4.99%	9.74%	20.83%	100.00%	-97.93%	100.00%	-97.93%	9.74%	-18.76%
2327	GDIS	GENV	GENV	GENV	GENV	0.9182	0.0051	0.0767	0.6667	0.0000	0.3333	0.1511	0.4444	0.0818	0.3333	0.0818	0.3333	0.6240	0.5052	1.0000	1.0000	1.0000	1.0000	0.9233	0.6667	83.80%	34.02%	70.10%	12.03%	83.80%	34.02%	-97.93%	-97.93%	-97.93%	-97.93%	-82.75%	-31.95%
2328	GWEA	GWEA	GWEA	GWEA	GWEA	0.0379	0.8333	0.1288	0.0000	1.0000	0.0000	0.2876	0.0000	0.1667	0.0000	0.1667	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.1667	0.0000	67.01%	100.00%	43.08%	100.00%	67.01%	100.00%	100.00%	100.00%	100.00%	100.00%	67.01%	100.00%
2329	GDIS	GDIS	GDIS	GDIS	GDIS	0.0225	0.0015	0.9760	0.2500	0.0000	0.7500	0.0469	0.3750	0.0240	0.2500	0.0240	0.2500	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0240	0.2500	95.25%	50.52%	90.72%	25.78%	95.25%	50.52%	100.00%	100.00%	100.00%	100.00%	95.25%	50.52%
233	GWEA	GWEA	GWEA	GWEA	GWEA	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%	100.00%
2330	GDIS	GDIS	GDIS	GDIS	GDIS	0.0031	0.0002	0.9967	0.2000	0.0000	0.8000	0.0065	0.3200	0.0033	0.2000	0.0033	0.2000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0033	0.2000	99.35%	60.41%	98.71%	36.66%	99.35%	60.41%	100.00%	100.00%	100.00%	100.00%	99.35%	60.41%
2331	GWEA	GWEA	GWEA	GWEA	GWEA	0.0003	0.9983	0.0014	0.0000	1.0000	0.0000	0.0034	0.0000	0.0017	0.0000	0.0017	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	99.66%	100.00%	99.32%	100.00%	99.66%	100.00%	100.00%	100.00%	100.00%	100.00%	99.66%	100.00%
2332	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
2333	GDIS	GDIS	GDIS	GDIS	GDIS	0.0002	0.0001	0.9998	0.0000	0.0000	1.0000	0.0004	0.0000	0.0002	0.0000	0.0002	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	99.96%	100.00%	99.91%	100.00%	99.96%	100.00%	100.00%	100.00%	100.00%	100.00%	99.96%	100.00%
2334	GDIS	GDIS	GDIS	GDIS	GDIS	0.0044	0.0030	0.9926	0.0000	0.0000	1.0000	0.0147	0.0000	0.0074	0.0000	0.0074	0.0000	0.6240	0.5052	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	98.54%	100.00%	97.09%	100.00%	98.54%	100.00%	100.00%	100.00%	100.00%	100.00%	98.54%	100.00%
